,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
5670,NBA 06,0.53,,0.26,0.2,0.07,PS2,SCE San Diego Studio
5671,Magician's Quest: Mysterious Times,0.53,0.48,0.04,0.01,,DS,Konami
5673,Spider-Man,0.53,,0.43,0.09,0.01,N64,Edge of Reality
5674,How to Train Your Dragon,0.53,,0.31,0.17,0.05,DS,Griptonite Games
5675,Jewel Master Egypt,0.53,,0.21,0.27,0.05,DS,Storm City Games
5676,Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53,,0.35,0.1,0.08,PSP,High Voltage Software / Ubisoft Paris
5677,Harry Potter and the Half-Blood Prince,0.53,,0.19,0.21,0.13,PSP,Bright Light Productions
5678,Sonic & Sega All-Stars Racing Transformed,0.53,0.02,0.19,0.28,0.04,WiiU,Sumo Digital
5679,X-Men Legends,0.53,,0.41,0.11,0.01,GC,Raven Software
5680,FIFA Soccer 12,0.53,0.02,0.12,0.26,0.13,PSP,EA Canada
5681,WWE SmackDown vs. Raw 2010,0.53,,0.35,0.13,0.05,DS,JAKKS Pacific
5682,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53,,0.49,,0.04,Wii,Incinerator Studios
5683,Terminator Salvation,0.53,0.01,0.13,0.29,0.1,PS3,GRIN
5684,F1 2018,0.53,0.01,0.05,0.39,0.08,PS4,Codemasters Birmingham
5685,Are You Smarter than a 5th Grader?,0.53,,0.48,,0.04,DS,ValuSoft
5686,Oni,0.53,,0.26,0.2,0.07,PS2,Rockstar Toronto
5687,Madden NFL 07,0.53,0.01,0.48,,0.04,PS3,EA Tiburon
5688,The Lord of the Rings: The Two Towers,0.53,,0.41,0.11,0.01,GC,Stormfront Studios
5689,Juiced,0.53,,0.26,0.2,0.07,PS2,Juice Games
5690,The Warriors,0.53,,0.44,0.02,0.07,PS2,Rockstar Toronto
5691,F1 2009,0.53,,0.08,0.29,0.16,PSP,Sumo Digital
5692,Star Fox Command,0.53,0.1,0.38,0.01,0.04,DS,Nintendo EAD / Q-Games
5693,J-League Soccer: Prime Goal 2,0.53,0.53,,,,SNES,Namco
5695,NASCAR 2000,0.53,,0.49,0.03,,N64,Stormfront Studios
5696,Wayne Gretzky's 3D Hockey,0.53,,0.49,0.03,,N64,William's Entertainment
5697,Pachi-Slot Aruze Oukoku 4,0.53,0.49,,,0.03,PS,Aruze Corp
5698,Return to Castle Wolfenstein: Operation Resurrection,0.53,,0.26,0.2,0.07,PS2,Raster Productions
5699,Mario Tennis: Power Tour,0.52,0.19,0.24,0.09,0.01,GBA,Camelot Software Planning
5700,Seaman,0.52,0.52,,,,DC,VIVARIUM Inc.
5701,The Grinch,0.52,,0.29,0.2,0.03,PS,Artificial Mind and Movement
5702,Stuntman: Ignition,0.52,,0.17,0.26,0.1,PS3,Paradigm Entertainment
5703,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,0.52,,0.49,,0.03,DS,EA Salt Lake
5705,Sesame Street: Once Upon A Monster,0.52,,0.39,0.09,0.04,X360,Double Fine Productions
5706,Silent Hill: Origins,0.52,0.04,0.22,0.16,0.1,PSP,Climax Group
5707,Mystery Dungeon: Shiren the Wanderer,0.52,0.33,0.17,,0.02,DS,ChunSoft
5708,GT Pro Series,0.52,0.02,0.46,0.01,0.04,Wii,MTO
5709,Tiger Woods PGA Tour 11,0.52,,0.28,0.19,0.05,X360,EA Tiburon
5710,F.E.A.R. 2: Project Origin,0.52,,0.32,0.15,0.05,X360,Monolith Productions
5711,Disney Epic Mickey 2: The Power of Two,0.52,,0.32,0.15,0.05,X360,Junction Point Studios
5712,Skylanders: Trap Team,0.52,,0.25,0.18,0.09,PS4,Toys for Bob
5713,The Golden Compass,0.52,,0.13,,0.39,PS2,Shiny Entertainment
5714,Final Fantasy Chronicles,0.52,,0.29,0.2,0.03,PS,TOSE
5716,Cars 2,0.52,,0.22,0.22,0.09,PS3,Avalanche Software
5717,Syphon Filter 3,0.52,,0.29,0.2,0.03,PS,SCEA Bend Studio
5718,NHL 17,0.52,,0.32,0.11,0.09,PS4,EA Canada
5719,Metal Gear Solid 2: Substance,0.52,0.16,0.18,0.14,0.05,PS2,Konami Computer Entertainment Japan
5721,Fight Night Round 3,0.52,,0.46,0.02,0.04,PSP,EA Chicago
5722,Frozen: Olaf's Quest,0.52,,0.21,0.27,0.04,DS,1st Playable Productions
5723,NBA Live 08,0.52,,0.47,,0.04,X360,EA Canada
5724,We Cheer,0.52,,0.47,,0.04,Wii,"Machatin, Inc."
5725,FIFA 15,0.52,,0.09,0.39,0.03,3DS,EA Canada
5726,We Love Katamari,0.52,,0.26,0.2,0.07,PS2,Namco
5727,Naruto Shippuden: Ultimate Ninja Storm 3,0.52,0.01,0.3,0.17,0.05,X360,CyberConnect2
5728,NCAA Football 2003,0.52,,0.39,0.11,0.02,XB,EA Tiburon
5729,SingStar Dance,0.52,,0.09,0.32,0.11,PS3,SCEE London Studio
5730,NBA Live 09,0.52,0.02,0.46,,0.04,PS3,EA Canada
5731,Madden NFL 13,0.52,,0.47,,0.05,Wii,EA Tiburon
5732,Ready 2 Rumble Boxing: Round 2,0.52,,0.29,0.2,0.03,PS,Midway Games
5734,Mega Man 6,0.52,0.16,0.28,0.07,0.01,NES,Capcom
5736,The 3rd Birthday,0.52,0.27,0.13,0.07,0.05,PSP,HexaDrive
5737,Guinness World Records: The Videogame,0.52,,0.47,0.01,0.04,DS,Traveller's Tales
5738,Alien: Isolation,0.52,,0.23,0.25,0.04,XOne,Creative Assembly
5739,Mission: Impossible,0.52,,0.29,0.2,0.03,PS,X-ample
5740,Rival Schools: United By Fate,0.52,0.28,0.12,0.08,0.03,PS,Capcom
5741,Swing Away Golf,0.52,0.18,0.17,0.13,0.04,PS2,Tikipod
5742,J-League Pro Soccer Club o Tsukurou! 3,0.52,0.52,,,,PS2,Smilebit
5743,Tomb Raider: Legend,0.52,0.02,0.25,0.19,0.06,PS2,Crystal Dynamics
5744,Freedom Fighters,0.52,,0.25,0.2,0.07,PS2,IO Interactive
5745,Rune Factory 2: A Fantasy Harvest Moon,0.52,0.15,0.32,0.03,0.03,DS,Neverland Company
5746,Gun,0.52,,0.38,0.12,0.02,XB,Neversoft Entertainment
5747,That's So Raven 2: Supernatural Style,0.52,,0.37,0.14,0.01,GBA,A2M
5748,Classic Word Games,0.52,,0.09,0.36,0.06,DS,Ubisoft
5749,The Sims 2: Open for Business,0.52,,0.46,0.05,,PC,Maxis
5750,Way of the Samurai 3,0.52,0.22,0.18,0.08,0.04,PS3,Acquire
5751,Spectrobes: Beyond the Portals,0.52,,0.36,0.11,0.05,DS,Jupiter Multimedia
5752,The Punisher,0.52,,0.25,0.2,0.07,PS2,Volition Inc.
5753,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,0.52,0.52,,,,DS,Nintendo
5754,SimAnimals,0.52,,0.26,0.21,0.05,DS,Electronic Arts
5755,SSX On Tour,0.52,,0.25,0.2,0.07,PS2,EA Canada
5757,Tony Hawk's Pro Skater 3,0.52,,0.37,0.14,0.01,GBA,Vicarious Visions
5758,Go Diego Go! Safari Rescue,0.52,,0.47,,0.04,Wii,Take-Two Interactive
5759,Harry Potter and the Prisoner of Azkaban,0.52,,0.37,0.14,0.01,GBA,Griptonite Games
5760,Omega Boost,0.52,0.2,0.17,0.11,0.03,PS,Polyphony Digital
5761,Metal Gear Solid HD Collection,0.52,,0.32,0.13,0.07,PS3,Bluepoint Games
5762,NFL 2K3,0.52,,0.38,0.11,0.02,XB,Visual Concepts
5763,One Piece: Pirate Warriors 3,0.52,0.11,0.11,0.22,0.06,PS4,Omega Force
5764,Kung Fu Panda,0.52,,0.21,0.21,0.09,PS3,Luxoflux
5765,The Magical Quest starring Mickey Mouse (weekly jp sales),0.52,0.52,,,,SNES,Capcom
5766,NBA Live 2002,0.52,,0.29,0.19,0.03,PS,EA Canada
5767,Jampack Winter 2002,0.52,,0.25,0.2,0.07,PS2,Sony Computer Entertainment America
5768,Way of the Samurai,0.51,0.25,0.13,0.1,0.03,PS2,Acquire
5769,Lair,0.51,0.08,0.36,0.04,0.04,PS3,Factor 5
5771,Fishing Derby,0.51,,0.48,0.03,0.01,2600,Activision
5772,Pac-Man Fever,0.51,,0.25,0.2,0.07,PS2,Mass Media
5773,DC Universe Online,0.51,,0.35,0.11,0.06,PS3,WBIE
5774,Hitman 2,0.51,0.02,0.19,0.22,0.08,PS4,IO Interactive
5775,International Track & Field,0.51,0.35,0.08,0.05,0.03,PS,Konami
5776,100 All-Time Favorites,0.51,,0.35,0.12,0.04,DS,Ubisoft
5777,HSX HyperSonic.Xtreme,0.51,,0.25,0.2,0.07,PS2,Blade Interactive
5778,Halo Wars 2,0.51,,0.31,0.15,0.05,XOne,Creative Assembly
5779,Alice in Wonderland,0.51,,0.25,0.21,0.05,Wii,Etranges Libellules
5780,Madden NFL 2004,0.51,,0.4,0.1,0.01,GC,EA Tiburon
5781,Jikkyou Powerful Pro Yakyuu 10,0.51,0.51,,,,PS2,Diamond Head
5782,Summoner,0.51,,0.25,0.2,0.07,PS2,Volition Inc.
5783,SoulCalibur: Broken Destiny,0.51,0.07,0.12,0.2,0.12,PSP,Project Soul
5784,Naruto Shippuden: Clash of Ninja Revolution III,0.51,,0.44,0.04,0.04,Wii,8ing/Raizing
5786,Virtual Pool,0.51,,0.28,0.19,0.03,PS,Celeris
5787,Jam With the Band,0.51,0.51,,,,DS,Nintendo SDD
5788,NBA Live 07,0.51,,0.47,,0.04,PSP,EA Canada
5789,IL-2 Sturmovik: Birds of Prey,0.51,,0.23,0.23,0.05,X360,Gaijin Entertainment
5790,Major League Baseball 2K10,0.51,,0.47,,0.04,X360,Visual Concepts
5791,Ratatouille,0.51,,0.09,0.32,0.1,PS3,Heavy Iron Studios
5792,Pro Evolution Soccer 2010,0.51,0.06,0.12,0.27,0.05,Wii,Konami
5793,Iron Man,0.51,,0.35,0.12,0.05,DS,Artificial Mind and Movement
5794,"SpongeBob SquarePants: Lights, Camera, Pants!",0.51,,0.37,0.14,0.01,GBA,WayForward Technologies
5795,International Superstar Soccer 2000 (All region sales),0.51,0.22,0.01,0.26,0.02,N64,KCEO
5796,Rugrats: Scavenger Hunt,0.51,,0.41,0.09,0.01,N64,Realtime Associates
5799,Wrecking Crew,0.51,0.51,,,,NES,Nintendo
5801,Monsters vs. Aliens,0.51,,0.33,0.13,0.05,DS,Amaze Entertainment
5802,Bleach: Soul Resurreccion,0.51,0.07,0.27,0.11,0.06,PS3,Eighting
5803,NBA Live 2004,0.51,,0.44,0.04,0.02,XB,EA Canada
5805,Lego Batman 3: Beyond Gotham,0.51,,0.21,0.26,0.04,3DS,TT Fusion
5806,Prince of Persia Trilogy,0.51,,0.17,0.24,0.09,PS3,Ubisoft
5807,Dai-4-Ji Super Robot Taisen S,0.51,0.48,,,0.03,PS,Winky Soft
5809,Disney's Kim Possible: Revenge of Monkey Fist,0.51,,0.37,0.14,0.01,GBA,Digital Eclipse
5810,Mario & Luigi Superstar Saga + Bowser's Minions,0.51,0.08,0.2,0.2,0.04,3DS,AlphaDream Corporation
5811,Dynasty Warriors,0.51,0.3,0.18,,0.02,PSP,Omega Force
5812,Tiger Woods PGA Tour 13,0.51,,0.29,0.18,0.05,X360,EA Tiburon
5813,DiRT Rally,0.51,,0.13,0.3,0.08,PS4,Codemasters
5814,Dragon Ball: Raging Blast,0.51,0.02,0.36,0.08,0.04,X360,Spike
5815,My Word Coach,0.51,,0.46,0.01,0.04,Wii,Ubisoft Montreal
5816,NHL 07,0.51,,0.42,0.02,0.07,PS2,EA Montreal
5817,Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,0.51,0.51,,,,3DS,Level 5
5818,Petz: Hamsterz Life 2,0.51,,0.47,,0.04,DS,Unknown
5819,World Championship Poker,0.51,,0.37,0.11,0.02,XB,Coresoft
5820,The BIGS,0.51,,0.25,0.19,0.06,PS2,Blue Castle Games
5821,Cars Toon: Mater's Tall Tales,0.51,,0.45,0.02,0.04,Wii,Papaya Studios
5822,Final Fantasy,0.51,0.51,,,,WS,SquareSoft
5823,Dragon Ball Z: Supersonic Warriors,0.51,,0.36,0.13,0.01,GBA,Banpresto
5824,NHL 16,0.51,,0.41,0.05,0.05,XOne,EA Canada
5825,Test Drive Unlimited,0.51,,0.08,0.28,0.15,PSP,Melbourne House
5826,NBA Ballers,0.51,,0.37,0.11,0.02,XB,Midway
5827,Silent Hill 4: The Room,0.51,,0.25,0.19,0.06,PS2,KCET
5828,River Raid II,0.51,,0.47,0.03,0.01,2600,Activision
5829,Capcom Classics Collection,0.51,0.05,0.22,0.17,0.06,PS2,Digital Eclipse
5830,NBA 2K11,0.51,,0.47,0.01,0.03,Wii,Visual Concepts
5831,Fire Emblem Warriors,0.51,0.1,0.22,0.14,0.04,NS,Omega Force
5832,Monopoly Party,0.51,,0.25,0.19,0.06,PS2,Runecraft
5833,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0.51,,0.12,0.33,0.06,DS,Black Lantern Studios
5834,NHL FaceOff 98,0.51,,0.28,0.19,0.03,PS,Killer Game
5835,The Saboteur,0.51,,0.26,0.2,0.05,X360,Pandemic Studios
5836,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,,0.36,0.13,0.01,GBA,Tantalus Interactive
5837,Dragon Age: Origins,0.5,,,0.46,0.04,PC,BioWare Corp.
5838,Homefront: The Revolution,0.5,0.04,0.11,0.29,0.07,PS4,Dambuster Studios
5839,Bully: Scholarship Edition,0.5,,0.17,0.28,0.06,Wii,Rockstar Toronto
5840,FIFA 14,0.5,0.01,0.08,0.3,0.11,PSV,EA Canada
5841,Rock Band Unplugged,0.5,,0.25,0.15,0.11,PSP,Backbone Entertainment / Harmonix Music Systems
5842,Looney Tunes: Back in Action,0.5,,0.25,0.19,0.06,PS2,Warthog
5843,Rooms: The Main Building,0.5,0.01,0.1,0.35,0.05,DS,HandMade Game
5844,Ratatouille,0.5,,0.43,0.03,0.04,Wii,Asobo Studio
5845,NHL 09,0.5,,0.45,0.01,0.04,X360,EA Canada
5846,Major League Baseball 2K12,0.5,,0.47,,0.03,X360,"Visual Concepts, Ltd."
5847,Tiger Woods PGA Tour 07,0.5,,0.31,0.12,0.07,PS3,EA Redwood Shores
5848,Midnight Magic,0.5,,0.47,0.03,0.01,2600,Atari
5849,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.5,0.5,,,,PS3,Square Enix
5850,Paws & Claws: Dogs & Cats Best Friends,0.5,,0.46,0.01,0.04,DS,Sproing Interactive Media
5852,R.U.S.E.,0.5,0.02,0.18,0.22,0.08,PS3,Eugen Systems
5853,Midnight Club II,0.5,,0.42,0.06,0.02,XB,Rockstar San Diego
5854,Attack on Titan,0.5,0.12,0.08,0.24,0.06,PS4,Omega Force
5855,Lost: Via Domus,0.5,,0.19,0.23,0.09,PS3,Ubisoft Montreal
5856,Monster Hunter Portable 3rd HD Ver.,0.5,0.5,,,,PS3,Capcom
5857,WWE SmackDown vs. RAW 2007,0.5,,0.44,0.03,0.04,X360,Yuke's
5858,Picross DS,0.5,0.3,0.17,0.02,0.02,DS,Jupiter Multimedia
5859,Avatar: The Last Airbender,0.5,,0.39,0.1,0.01,GC,AWE Games
5860,Blue's Clues: Blue's Big Musical,0.5,,0.28,0.19,0.03,PS,Terryglyph Interactive Studios
5861,The Mummy Returns,0.5,,0.25,0.19,0.06,PS2,Blitz Games
5862,Transformers: War for Cybertron,0.5,,0.24,0.18,0.07,PS3,High Moon Studios
5863,Major League Baseball 2K13,0.5,,0.45,,0.05,X360,"Visual Concepts, Ltd."
5864,Hitman: Blood Money,0.5,,0.25,0.19,0.06,PS2,IO Interactive
5865,Disney Sing It,0.5,,0.25,0.19,0.06,PS2,Zoe Mode
5866,Chopper Command,0.5,,0.47,0.03,0.01,2600,Activision
5867,Sega Bass Fishing,0.5,,0.45,0.01,0.04,Wii,Cavia Inc.
5868,Activision Anthology,0.5,,0.25,0.19,0.06,PS2,Contraband Entertainment
5869,Crash: Mind Over Mutant,0.5,,0.25,0.19,0.06,PS2,Radical Entertainment
5870,Pro Evolution Soccer 2012,0.5,,0.1,0.34,0.06,X360,Konami
5872,Goldeneye 007: Reloaded,0.5,,0.25,0.2,0.05,X360,Eurocom
5873,PlayStation All-Stars Battle Royale,0.5,0.01,0.21,0.16,0.12,PSV,Bluepoint Games
5940,Rugrats in Paris: The Movie,0.5,,0.4,0.09,0.01,N64,Avalanche Software
5950,Picross 3D,0.5,0.16,0.28,0.03,0.03,DS,HAL Laboratory
5951,Sonic & Sega All-Stars Racing Transformed,0.5,0.02,0.08,0.33,0.07,PS3,Sumo Digital
5952,Super Famista 5,0.5,0.5,,,,SNES,Namco
5954,Bakugan Battle Brawlers: Defenders of the Core,0.5,0.02,0.43,0.02,0.03,DS,Now Production
5955,Pro Evolution Soccer 2019,0.5,0.15,0.06,0.23,0.05,PS4,Konami
5956,Shrek SuperSlam,0.5,,0.24,0.19,0.06,PS2,Shaba Games
5957,Alice: Madness Returns,0.5,0.04,0.27,0.15,0.04,X360,Spicy Horse
5958,Super Monkey Ball 3D,0.5,0.05,0.26,0.15,0.04,3DS,Sega
5959,Super Robot Taisen Z,0.5,0.5,,,,PS2,Banpresto
5960,PoPoLoCrois Monogatari,0.5,0.46,,,0.03,PS,SCE
5961,Wet,0.5,0.01,0.23,0.21,0.05,X360,Artificial Mind and Movement
5962,Spider-Man 2,0.5,0.03,0.41,0.02,0.04,DS,Vicarious Visions
5963,Dragon's Crown,0.5,0.17,0.27,0.04,0.02,PS3,Vanillaware
5964,Tomb Raider: Anniversary,0.5,,0.41,0.02,0.07,PS2,Crystal Dynamics
5965,Fantastic 4,0.5,,0.41,0.01,0.07,PS2,7 Studios
5966,Steel Diver,0.5,0.05,0.31,0.1,0.04,3DS,Nintendo EAD
5967,Men in Black II: Alien Escape,0.5,,0.24,0.19,0.06,PS2,Melbourne House
5968,RealSports Tennis,0.5,,0.46,0.03,0.01,2600,Atari
5969,Nicktoons: Attack of the Toybots,0.5,,0.24,0.19,0.06,PS2,Blue Tongue Entertainment
5970,Madden NFL 07,0.5,,0.46,,0.04,Wii,HB Studios
5971,Gauntlet,0.5,,0.46,0.03,0.01,2600,Answer Software
5972,Raiders of the Lost Ark,0.5,,0.46,0.03,0.01,2600,Atari
5973,Resident Evil: The Mercenaries 3D,0.49,0.13,0.16,0.17,0.03,3DS,Capcom
5974,Watch Dogs,0.49,,0.19,0.27,0.04,PC,Ubisoft Montreal
5975,Dynasty Warriors: Gundam 2,0.49,0.32,0.09,0.07,0.03,PS3,Omega Force
5976,SpongeBob SquarePants: Creature from the Krusty Krab,0.49,,0.44,0.02,0.04,Wii,Blitz Games
5979,Cars Mater-National Championship,0.49,,0.46,,0.04,Wii,Incinerator Games
5980,Tony Hawk's Underground 2,0.49,,0.35,0.13,0.01,GBA,Vicarious Visions
5981,Boogie,0.49,,0.43,0.03,0.04,Wii,EA Montreal
5982,Tony Hawk's Project 8,0.49,,0.44,0.02,0.04,X360,Neversoft Entertainment
5983,Dragon Ball Z: Supersonic Warriors 2,0.49,0.32,0.13,0.02,0.02,DS,Arc System Works
5984,Story of Seasons: Trio of Towns,0.49,0.22,0.19,0.06,0.03,3DS,Marvelous Entertainment
5986,Babysitting Mama,0.49,,0.33,0.12,0.04,Wii,Cooking Mama Limited
5987,Fire Emblem: Radiant Dawn,0.49,0.17,0.27,0.03,0.03,Wii,Intelligent Systems
5988,Ice Hockey,0.49,,0.46,0.03,0.01,2600,Activision
5989,FIFA 13,0.49,,0.18,0.28,0.04,WiiU,EA Canada
5990,Mario Golf: World Tour,0.49,0.18,0.14,0.15,0.03,3DS,Camelot Software Planning
5991,Ace Combat: Assault Horizon,0.49,0.03,0.3,0.12,0.04,X360,Project ACES
5992,The Matrix: Path of Neo,0.49,,0.41,0.01,0.07,PS2,Shiny Entertainment
5993,The Price is Right,0.49,,0.46,,0.04,DS,Ludia Inc.
5994,WWE Wrestlemania X8,0.49,,0.38,0.1,0.01,GC,Yuke's
5995,Star Wars Battlefront: Elite Squadron,0.49,,0.42,0.04,0.04,DS,n-Space
5996,Asphalt 3D,0.49,0.02,0.27,0.16,0.04,3DS,Konami
5997,Power Rangers: Dino Thunder,0.49,,0.35,0.13,0.01,GBA,Natsume
5998,GoldenEye: Rogue Agent,0.49,,0.34,0.13,0.02,XB,Dreamworks Games
5999,Star Wars Battlefront (2015),0.49,,0.13,0.33,0.04,PC,EA DICE
6028,Lego Star Wars: The Force Awakens,0.5,,0.24,0.22,0.04,XOne,TT Fusion
6029,Metal Gear Rising: Revengeance,0.5,,0.3,0.15,0.05,X360,PlatinumGames
6030,Star Wars: Jedi Starfighter,0.5,,0.24,0.19,0.06,PS2,Secret Level
6031,Tactics Ogre: The Knight of Lodis,0.5,0.31,0.13,0.05,0.01,GBA,Quest Corporation
6032,Super Robot Taisen MX,0.5,0.5,,,,PS2,TOSE
6033,Burnout Revenge,0.5,,0.42,0.04,0.04,X360,Criterion
6034,Hometown Story,0.5,0.04,0.29,0.13,0.04,3DS,Toy Box
6035,Bases Loaded '96: Double Header,0.5,,0.28,0.19,0.03,PS,Jaleco Entertainment
6036,Dead or Alive Ultimate,0.5,0.08,0.3,0.1,0.02,XB,Team Ninja
6037,Dance Dance Revolution Universe 2,0.5,,0.46,,0.04,X360,Bemani
6038,RPG Maker,0.5,0.29,0.11,0.07,0.03,PS,Agetec Inc.
6040,Mad Max (2013),0.5,,0.29,0.16,0.05,XOne,Avalanche Studios
6041,Star Wars: Clone Wars,0.5,,0.24,0.19,0.06,PS2,Pandemic Studios
6042,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,,0.24,0.19,0.06,PS2,THQ
6043,NBA Street Homecourt,0.5,,0.45,0.01,0.04,X360,EA Canada
6044,Pokémon Art Academy,0.5,0.17,0.18,0.12,0.03,3DS,Headstrong Games
6045,Madden NFL 11,0.5,,0.41,0.02,0.07,PS2,EA Tiburon
6046,Epic Mickey: Power of Illusion,0.5,0.04,0.36,0.05,0.04,3DS,DreamRift
6047,Monster Hunter,0.5,0.28,0.11,0.08,0.03,PS2,Capcom
6048,SplashDown: Rides Gone Wild,0.5,,0.24,0.19,0.06,PS2,Rainbow Studios
6049,Tony Hawk's Underground 2,0.5,,0.38,0.1,0.01,GC,Neversoft Entertainment
6051,Dreamworks Madagascar Kartz,0.49,,0.29,0.16,0.05,Wii,Sidhe Interactive
6052,The Sims,0.49,,0.35,0.13,0.01,GC,Maxis
6053,Mario & Wario,0.49,0.49,,,,SNES,Game Freak
6054,Kane & Lynch 2: Dog Days,0.49,0.01,0.2,0.23,0.05,X360,IO Interactive
6055,Scarface: The World is Yours,0.49,,0.37,0.11,0.02,XB,Radical Entertainment
6057,FIFA Soccer 64,0.49,,0.16,0.3,0.03,N64,EA Canada
6060,Animal Crossing: Amiibo Festival,0.49,0.1,0.23,0.12,0.04,WiiU,"Nd Cube Co., Ltd."
6061,SpongeBob SquarePants: Creature from the Krusty Krab,0.49,,0.45,,0.04,DS,WayForward Technologies
6062,J-League Pro Soccer Club wo Tsukurou! 2,0.49,0.49,,,,SAT,Sega
6063,Middle-Earth: Shadow of Mordor,0.49,,0.28,0.16,0.04,X360,Unknown
6064,The Evil Within,0.49,0.01,0.28,0.16,0.04,X360,Tango Gameworks
6065,MotorStorm: Apocalypse,0.49,,0.21,0.2,0.08,PS3,Evolution Studios
6066,Backyard Baseball,0.49,,0.24,0.19,0.06,PS2,Humongous Entertainment
6067,WipEout Pulse,0.49,,,0.15,0.33,PS2,Studio Liverpool
6068,Barbie Horse Adventures: Wild Horse Rescue,0.49,,0.24,0.19,0.06,PS2,Blitz Games
6069,Virtua Tennis 4: World Tour,0.49,0.01,0.04,0.34,0.09,PSV,Sega
6070,Taiko no Tatsujin: Appare Sandaime,0.49,0.49,,,,PS2,Namco
6071,F1 2012,0.49,,0.1,0.34,0.05,X360,Codemasters Birmingham
6072,Mario & Sonic at the Rio 2016 Olympic Games,0.49,0.13,0.1,0.23,0.03,WiiU,Sega Sports R&D
6073,One Piece: Grand Battle!,0.49,0.46,,,0.03,PS,Bandai
6074,Transformers: Revenge of the Fallen,0.49,,0.25,0.01,0.22,PS2,Krome Studios
6075,Dragon Ball Z: Burst Limit,0.49,0.03,0.24,0.18,0.05,X360,Dimps Corporation
6077,Crazy Taxi,0.49,0.02,0.36,0.09,0.01,GC,Hitmaker
6078,Spy Hunter 2,0.49,,0.24,0.19,0.06,PS2,Angel Studios
6079,Art Academy: Lessons for Everyone!,0.49,0.21,0.2,0.05,0.02,3DS,Headstrong Games
6080,FIFA Soccer 09,0.49,,0.12,0.31,0.06,DS,Exient Ltd.
6081,Medal of Honor,0.49,,0.2,0.23,0.06,PC,EA Los Angeles
6082,Pac-Man World 2,0.49,,0.36,0.11,0.02,XB,Namco
6083,Die Hard Trilogy 2: Viva Las Vegas,0.49,,0.27,0.18,0.03,PS,n-Space
6084,DiRT 4,0.49,0.02,0.1,0.3,0.07,PS4,Codemasters
6085,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,0.49,0.49,,,,PS2,Hudson Soft
6086,Hyrule Warriors Legends,0.49,0.12,0.17,0.16,0.03,3DS,Omega Force
6088,Dark Souls: Remastered,0.49,0.14,0.13,0.16,0.06,PS4,From Software
6091,SimCity 2000,0.49,0.49,,,,SNES,HAL Laboratory
6092,Sniper: Art of Victory,0.49,,,0.45,0.03,PC,City Interactive
6093,Alone in the Dark,0.49,,0.14,0.3,0.05,X360,Eden Studios
6094,Football Manager Handheld 2009,0.48,,,0.47,0.02,PSP,Sports Interactive
6095,Cars 2,0.48,,0.28,0.15,0.05,X360,Avalanche Software
6096,Shrek the Third,0.48,,0.4,0.02,0.07,PS2,Amaze Entertainment
6097,Madagascar: Operation Penguin,0.48,,0.35,0.13,0.01,GBA,Vicarious Visions
6099,Need for Speed: Porsche Unleashed,0.48,,0.35,0.13,0.01,GBA,Pocketeers
6100,Yu-Gi-Oh! Forbidden Memories (JP sales),0.48,0.45,,,0.03,PS,KCEJ
6101,Ultimate I Spy,0.48,,0.45,,0.03,Wii,Scholastic Interactive
6102,NFL Street 2,0.48,,0.36,0.11,0.02,XB,EA Tiburon
6103,Millipede,0.48,,0.45,0.03,0.01,2600,Atari
6104,Street Fighter X Tekken,0.48,0.03,0.32,0.1,0.04,X360,Capcom
6105,The Legend of the Mystical Ninja,0.48,0.48,,,,SNES,Konami
6106,Farpoint,0.48,0.04,,0.38,0.06,PS4,Impulse Gear
6108,Atelier Rorona: Alchemist of Arland,0.48,0.11,0.22,0.1,0.05,PS3,Gust
6109,Jeopardy!,0.48,,0.24,0.18,0.06,PS2,Atari
6110,LEGO Marvel's Avengers,0.48,,0.26,0.18,0.04,XOne,Traveller's Tales
6111,Destroy All Humans! 2,0.48,,0.4,0.02,0.07,PS2,Pandemic Studios
6112,Pinball Hall of Fame: The Williams Collection,0.48,,0.42,0.03,0.04,Wii,FarSight Studios
6113,The Walking Dead: A Telltale Games Series,0.48,0.03,0.12,0.26,0.07,PS4,Telltale Games
6114,WWE 2K19,0.48,,0.3,0.14,0.04,XOne,Visual Concepts
6115,Lollipop Chainsaw,0.48,0.02,0.31,0.12,0.04,X360,Grasshopper Manufacture
6116,Alice in Wonderland,0.48,,0.25,0.18,0.05,DS,Etranges Libellules
6117,NFL Xtreme 2,0.48,,0.27,0.18,0.03,PS,989 Sports
6118,ECW Hardcore Revolution,0.48,,0.27,0.18,0.03,PS,Acclaim
6119,Doom 3 BFG Edition,0.48,,0.28,0.15,0.04,X360,id Software
6120,Midnight Club: Street Racing,0.48,,0.34,0.13,0.01,GBA,Angel Studios
