,title,total_sales,japan_sales,na_sales,pal_sales,other_sales,platform,developer
12373,Power Pro Kun Pocket 8,0.14,0.14,,,,DS,PawaPuro Production
12375,Enclave,0.14,,0.11,0.03,0.01,XB,Starbreeze Studios
12376,Sid Meier's Pirates!,0.14,,0.11,0.03,0.01,XB,Firaxis Games
12377,Dishonored: Death of the Outsider,0.14,,0.07,0.06,0.01,XOne,Arkane Studios
12378,The Crew: Wild Run,0.14,,,0.12,0.02,PS4,Ivory Tower
12379,Bottom of the 9th,0.14,,0.08,0.05,0.01,PS,Konami
12380,Dino Crisis 3,0.14,0.03,0.08,0.03,,XB,Capcom Production Studio 4
12381,The Orange Box,0.14,,,0.11,0.02,PC,Valve Software
12382,NFL Blitz 20-03,0.14,,0.11,0.03,,GC,Point of View
12383,Star Wars: Knights of the Old Republic,0.14,,0.01,0.11,0.02,PC,BioWare Corp.
12384,The King of Fighters '94 (CD),0.14,0.14,,,,NG,SNK Corporation
12386,Eragon,0.14,,0.12,0.01,0.01,X360,Stormfront Studios
12388,Barbie Explorer,0.14,,0.08,0.05,0.01,PS,Runecraft
12389,Disney's Chicken Little,0.14,,0.1,0.03,,XB,Avalanche Software
12390,Secret Agent Clank,0.14,0.04,0.04,0.04,0.02,PSP,High Impact Games
12393,Agile Warrior F-111X,0.14,,0.08,0.05,0.01,PS,Black Ops Entertainment
12394,Dynasty Warriors 7: Empires,0.14,0.14,,,,PS3,Omega Force
12395,Scene It? Bright Lights! Big Screen!,0.14,,0.13,,0.01,Wii,Screenlife Games
12396,Jikkyou Powerful Pro Yakyuu Wii,0.14,0.14,,,,Wii,PawaPuro Production
12397,BIT.TRIP SAGA,0.14,,0.09,0.04,0.01,3DS,Gaijin Games Inc.
12398,How to Train Your Dragon,0.14,,0.11,0.02,0.01,X360,Etranges Libellules
12399,Spider-Man: Edge of Time,0.14,,0.12,0.01,0.01,DS,Beenox
12401,Ultimate Marvel vs. Capcom 3,0.14,,0.12,,0.01,XOne,Capcom
12402,Super Puzzle Fighter II Turbo,0.14,,0.08,0.05,0.01,PS,Capcom
12403,Star Wars: Jedi Power Battles,0.14,,0.1,0.04,,GBA,HotGen Studios
12404,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,0.14,0.08,0.04,0.01,,GC,Aki Corporation
12405,MXGP 2,0.14,,0.05,0.06,0.02,PS4,Milestone S.r.l.
12407,My Hero One's Justice,0.14,,0.12,,0.01,XOne,Byking
12408,Space Venus starring Morning Musume,0.14,0.14,,,,PS2,Sony Music Entertainment Inc.
12409,Dragon Age: Origins - Ultimate Edition,0.14,,,0.12,0.01,PC,BioWare Corp.
12410,To Heart,0.14,0.13,,,0.01,PS,Aquaplus
12411,Monster Lab,0.14,,0.12,0.01,0.01,DS,Backbone Entertainment
12412,Doukyuusei,0.14,0.14,,,,PCE,Flight Plan
12413,RockMan & Forte,0.14,0.14,,,,SNES,Capcom
12414,The Walking Dead: Season Two,0.14,0.02,0.08,0.01,0.03,PSV,Unknown
12415,History Channel: Civil War - A Nation Divided,0.14,,0.13,,0.01,X360,Cauldron Ltd.
12416,Master Jin Jin's IQ Challenge,0.14,,0.13,,0.01,DS,ASK
12417,Persona 4 Arena Ultimax,0.14,0.13,,,,PS3,Arc System Works
12418,Gundam Breaker 3,0.14,0.14,,,,PSV,Namco Bandai Games
12419,FIFA 06 Soccer,0.14,,0.11,0.03,,GC,EA Canada
12420,Rayman Arena,0.14,,0.11,0.03,,GC,Ubisoft
12421,4X4 EVO 2,0.14,,0.11,0.03,,GC,Terminal Reality
12422,Pro Yakyuu Netsu Star 2006,0.14,0.14,,,,PS2,Namco
12423,Blazing Angels 2: Secret Missions of WWII,0.14,,0.11,0.02,0.01,X360,Ubisoft Romania
12424,Rodea the Sky Soldier,0.14,0.01,0.1,0.02,0.01,WiiU,Kadokawa Games
12425,Rio,0.14,,0.04,0.07,0.02,PS3,TBA
12426,NBA 2K13,0.14,,0.08,0.04,0.01,WiiU,Visual Concepts
12427,Cyber Sled,0.14,0.13,,,0.01,PS,Namco
12428,Puyo Puyo!! 20th Anniversary,0.14,0.14,,,,DS,Sega
12429,Shining Soul,0.14,0.09,0.03,0.01,,GBA,Next Entertainment
12431,Ys VIII: Lacrimosa of Dana,0.14,0.11,0.01,0.01,0.01,PSV,Falcom
12434,Ape Escape Academy (jp sales),0.14,0.13,,,,PSP,Shift
12435,Paws & Claws: Pet Vet 2,0.14,,0.13,,0.01,DS,ValuSoft
12437,Overstrike,0.14,,0.09,0.03,0.01,X360,Insomniac Games
12438,Create,0.14,,0.1,0.03,0.01,X360,EA Bright Light
12439,In the Hunt,0.14,0.07,0.03,0.02,0.01,PS,Xing Entertainment
12440,Daytona USA Championship Circuit Edition,0.14,0.14,,,,SAT,Sega-AM3
12441,Marvel vs. Capcom 2,0.14,0.01,0.09,0.03,,XB,Capcom
12442,Sega Genesis Collection,0.14,,,0.02,0.12,PS2,Digital Eclipse
12443,NCIS,0.14,,0.1,0.02,0.01,X360,Ubisoft
12444,Hard Rock Casino,0.14,,0.12,,0.01,PSP,Crave Entertainment
12446,Imagine: Fashion Stylist,0.14,,0.13,,0.01,DS,Magic Pockets
12447,Fear Factor: Unleashed,0.14,,0.1,0.04,,GBA,Arush Entertainment
12449,Robots,0.14,,0.12,,0.01,DS,Amaze Entertainment
12451,Deception IV: Blood Ties,0.14,0.07,0.02,0.03,0.02,PSV,Tecmo Koei Games
12452,Alvin and the Chipmunks,0.14,,0.12,,0.01,DS,Sensory Sweep Studios
12453,Heroes over Europe,0.14,,0.1,0.02,0.01,X360,Transmission Games
12455,Houshinengi,0.14,0.13,,,0.01,PS,Koei / Inis
12457,7th Dragon,0.14,0.14,,,,DS,imageepoch Inc.
12458,Pet Pals: Animal Doctor,0.14,,0.13,,0.01,Wii,Legacy Interactive
12460,LEGO Island Xtreme Stunts,0.14,,0.1,0.04,,GBA,Silicon Dreams
12461,Happy Feet,0.14,,0.12,,0.01,Wii,Artificial Mind and Movement
12462,MotoGP 17,0.14,,0.04,0.07,0.02,PS4,Milestone S.r.l.
12463,Bust-A-Move Deluxe,0.14,,0.13,,0.01,PSP,Dreams
12465,UEFA Euro 2004: Portugal,0.14,,0.07,0.05,0.02,PS2,EA Canada
12466,World Soccer Winning Eleven 9 Bonus Pack,0.14,0.14,,,,PS2,Konami Computer Entertainment Tokyo
12467,Hot Wheels: World Race,0.14,,0.1,0.04,,GBA,Climax Group
12468,Major League Baseball 2K8,0.14,,0.13,,0.01,Wii,Kush Games
12469,Touch My Katamari,0.14,,0.07,0.04,0.03,PSV,Namco Bandai Games
12473,NBA Jam,0.14,,0.1,0.03,,XB,Acclaim Entertainment
12474,Hyperdimension Neptunia Re;Birth1,0.14,0.07,0.05,,0.02,PSV,Idea Factory
12475,World Tour Soccer 2002,0.14,,0.07,0.05,0.02,PS2,SCEE London Studio
12476,Scene It? Bright Lights! Big Screen!,0.14,,0.12,,0.01,X360,Screenlife Games
12477,Fairy Fencer F: Advent Dark Force,0.14,0.06,0.06,,0.01,PS4,Compile Heart
12478,Interactive Sampler Disc 6,0.14,,0.08,0.05,0.01,PS,Various
12479,Jikkyou Powerful Pro Baseball Heroes,0.14,0.14,,,,3DS,Konami
12480,Apex,0.14,,0.1,0.03,,XB,Milestone
12481,Kamen Rider Battle: Ganbaride Card Battle Taisen,0.14,0.14,,,,DS,Bandai Namco Games
12482,Tomb Raider: The Prophecy,0.14,,0.1,0.04,,GBA,Ubisoft Milan
12483,Vampire Night,0.14,,0.07,0.05,0.02,PS2,Wow Entertainment
12484,Go Play: Circus Star,0.14,,0.13,,0.01,Wii,N-Fusion Interactive Entertainment Corp.
12485,Metal Slug 7,0.14,0.01,0.12,,0.01,DS,SNK Playmore Corporation
12486,Guilty Gear,0.14,0.07,0.03,0.02,0.01,PS,Arc System Works
12487,Gyakuten Saiban 2,0.14,0.14,,,,GBA,Capcom
12489,The Elder Scrolls Online: Morrowind,0.14,,0.09,0.03,0.01,XOne,ZeniMax Online Studios
12490,Fashion Studio: Paris Collection,0.14,,0.13,,0.01,DS,Ubisoft
12492,World Championship Poker 2: Featuring Howard Lederer,0.14,,0.12,,0.01,PSP,Point of View
12494,Age of Empires: Collector's Edition,0.14,,0.02,0.1,0.01,PC,Ensemble Studios
12495,Mary-Kate and Ashley: Crush Course,0.14,,0.08,0.05,0.01,PS,n-Space
12496,NHL Breakaway 98,0.14,,0.08,0.05,0.01,PS,Sculptured Software
12497,Risen,0.14,,,0.12,0.02,PC,Piranha Bytes
12498,Disney's Cinderella: Magical Dreams,0.14,,0.1,0.04,,GBA,Culture Brain
12499,Gourmet Chef: Cook Your Way to Fame,0.14,,0.13,,0.01,DS,
12500,MotoGP '06,0.14,,0.11,0.01,0.01,X360,Climax Studios
12501,Tiger Woods PGA Tour 2005,0.14,,0.1,0.03,,GC,EA Redwood Shores
12502,Metal Gear Solid V: Ground Zeroes,0.14,0.01,0.06,0.05,0.01,X360,Kojima Productions
12503,G.I. Joe: The Rise of Cobra,0.14,,0.11,0.01,0.01,DS,Fall Line Studio
12504,Tropico 5,0.14,,0.04,0.09,0.01,PC,Haemimont Games
12505,Naruto Shippuden: Kizuna Drive,0.14,0.05,0.04,0.03,0.02,PSP,Bandai Namco Games
12506,Salt Lake 2002,0.14,,0.07,0.05,0.02,PS2,Attention To Detail
12507,ESPN MLB Baseball,0.14,,0.1,0.03,,XB,Blue Shift
12508,X-Blades,0.14,0.02,0.07,0.03,0.01,PS3,Gaijin Entertainment
12509,Gladius,0.14,,0.1,0.03,,XB,LucasArts
12510,Legends of Wrestling,0.14,,0.1,0.03,,XB,Acclaim Studios Salt Lake City
12511,Lips: I Love The 80s,0.14,,,0.12,0.02,X360,iNiS
12512,Magnetica,0.14,0.03,0.08,0.01,0.01,DS,Mitchell
12513,NBA 2K Playgrounds 2,0.14,,0.07,0.05,0.01,NS,Saber Interactive
12514,Queen's Gate: Spiral Chaos,0.14,0.14,,,,PSP,Bandai Namco Games
12515,Nayuta no Kiseki,0.14,0.14,,,,PSP,Nihon Falcom Corporation
12516,Top Spin 3,0.14,,0.11,0.02,0.01,DS,Pam Development
12517,Spy Hunter 2,0.13,,0.1,0.03,,XB,Angel Studios
12518,Rogue Warrior,0.13,,0.11,0.02,0.01,PS3,Rebellion Developments
12519,Open Season,0.13,,0.12,,0.01,DS,Ubisoft Montreal
12520,Resident Evil: Revelations 2,0.13,0.08,,0.04,0.01,PSV,Capcom
12521,Avatar: The Last Airbender - The Burning Earth,0.13,,0.11,0.01,0.01,X360,THQ Australia
12522,Let's Play Ballerina,0.13,,0.13,,0.01,DS,ZigZagIsland
12524,Backyard Soccer,0.13,,0.07,0.05,0.01,PS,Humongous Entertainment
12525,Monster Jam,0.13,,0.12,,0.01,DS,Torus Games
12526,Cruise Ship Vacation Games,0.13,,0.12,,0.01,Wii,Frozen Codebase
12527,Kung Fu Panda 2,0.13,,0.07,0.05,0.01,Wii,THQ
12528,Back At The Barnyard: Slop Bucket Games,0.13,,0.12,,0.01,DS,Firemint
12529,Final Fantasy XI: Rise of the Zilart,0.13,0.13,,,,PS2,Square Enix
12530,Vampire Moon: The Mystery of the Hidden Sun,0.13,,0.12,0.01,0.01,DS,City Interactive
12531,James Bond 007: Nightfire,0.13,,0.1,0.04,,GBA,JV Games
12532,Little League World Series Baseball 2009,0.13,,0.12,,0.01,DS,Black Lantern Studios
12533,Nobunaga no Yabou: Tendou,0.13,0.13,,,,PS3,Koei
12534,Need for Speed Underground 2,0.13,,0.11,0.02,0.01,DS,Pocketeers
12535,Nitrobike,0.13,,0.11,0.01,0.01,Wii,Left Field Productions
12536,Medalot 7,0.13,0.13,,,,3DS,Delta Factory
12537,Bio FREAKS,0.13,,0.07,0.05,0.01,PS,Saffire Corporation
12538,Castlevania Chronicles,0.13,,0.07,0.05,0.01,PS,Konami Computer Entertainment Tokyo
12539,Pinball Hall of Fame: The Gottlieb Collection,0.13,,0.12,,0.01,Wii,FarSight Studios
12540,Suzumiya Haruhi no Tomadoi,0.13,0.13,,,,PS2,Banpresto
12541,Dragon Quest Builders: Revive Alefgard,0.13,0.13,,,,PS3,Square Enix
12542,Divinity: Original Sin II,0.13,,0.04,0.08,0.02,PS4,Larian Studios
12543,International Cricket 2010,0.13,,,0.12,0.02,X360,Trickstar Games
12544,Bratz,0.13,,0.1,0.04,,GBA,DC Studios
12546,Quick Yoga Training,0.13,,0.12,,0.01,DS,Ubisoft
12547,My Spanish Coach,0.13,,0.12,,0.01,PSP,Sensory Sweep Studios
12548,King Arthur,0.13,,0.07,0.05,0.02,PS2,Krome Studios
12549,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,0.13,0.13,,,,PS2,Bisty
12550,The Guy Game,0.13,,0.07,0.05,0.02,PS2,Top Heavy Studios
12551,Rurouni Kenshin: Enjou! Kyoto Rinne,0.13,0.13,,,,PS2,Eighting
12552,Blade II,0.13,,0.1,0.03,,XB,Mucky Foot Productions
12553,Samurai Warriors 4-II,0.13,0.07,0.04,0.02,0.01,PS4,Omega Force
12554,Gens? Suikoden: The Woven Web of a Century,0.13,0.13,,,,PSP,Konami
12555,Baseball Advance,0.13,,0.1,0.04,,GBA,Smilebit
12556,Shonen Jump's One Piece: Grand Battle,0.13,,0.07,0.05,0.02,PS2,Ganbarion
12557,Learn Math,0.13,,0.12,,0.01,DS,DreamCatcher Interactive
12558,Haunted House,0.13,,0.12,,0.01,Wii,ImaginEngine
12559,Pro Yakyuu Spirits 6,0.13,0.13,,,,PS2,Konami
12560,Red Orchestra 2: Heroes of Stalingrad,0.13,,0.04,0.07,0.02,PC,Tripwire Interactive
12561,Retro Atari Classics,0.13,,0.12,,0.01,DS,Taniko
12562,Hulk Hogan's Main Event,0.13,,0.1,0.02,0.01,X360,Panic Button LLC
12563,Paperboy / Rampage,0.13,,0.1,0.04,,GBA,DSI Games
12565,Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,0.13,0.13,,,,DS,ChunSoft
12566,Sentou Kokka Air Land Battle,0.13,0.13,,,0.01,PS,Marionette
12567,NTRA Breeders' Cup World Thoroughbred Championships,0.13,,0.07,0.05,0.02,PS2,4J Studios
12568,Destroy All Humans! Big Willy Unleashed,0.13,,0.12,,0.01,Wii,Locomotive Games
12569,Lord of the Rings: Tactics,0.13,,0.11,0.02,0.01,PSP,Amaze Entertainment
12570,Divinity II: The Dragon Knight Saga,0.13,,0.11,0.02,0.01,X360,Larian Studios
12571,Tak 2: The Staff of Dreams,0.13,,0.1,0.03,,XB,Avalanche Software
12572,Kororinpa: Marble Mania,0.13,0.03,0.08,0.02,0.01,Wii,Hudson Soft
12573,The Golf Club,0.13,,0.09,0.02,0.02,PS4,HB Studios
12574,Puzzle Kingdoms,0.13,,0.12,,0.01,DS,Infinite Interactive
12575,Syberia,0.13,,0.1,0.02,0.01,DS,TetraEdge Games
12577,Tales of Berseria,0.13,0.13,,,,PS3,Namco Bandai Games
12579,Teenage Mutant Ninja Turtles: Danger of the Ooze,0.13,,0.08,0.04,0.01,3DS,WayForward Technologies
12581,Ys: The Ark of Napishtim,0.13,,0.07,0.05,0.02,PS2,Konami Software Shanghai
12582,NHL 2K8,0.13,,0.11,0.01,0.01,X360,Kush Games
12583,Supremacy MMA,0.13,,0.08,0.04,0.02,PS3,Kung Fu Factory
12584,The Oregon Trail,0.13,,0.12,,0.01,3DS,Gameloft
12585,Transformers: Prime,0.13,,0.09,0.03,0.01,WiiU,Now Production
12586,Hatsune Miku: Project Diva X,0.13,0.04,0.08,,0.02,PS4,Sega
12587,New Gundam Breaker,0.13,0.1,0.03,,0.01,PS4,Bandai Namco Games
12589,Azure Dreams,0.13,,0.07,0.05,0.01,PS,Konami Computer Entertainment Tokyo
12590,Yakuza Kiwami,0.13,0.13,,,,PS3,Sega
12591,Jikkyou Powerful Pro Baseball 2016,0.13,0.13,,,,PS3,Konami Digital Entertainment
12592,SingStar Latino,0.13,,0.07,0.05,0.02,PS2,SCEE London Studio
12595,Alone in the Dark: Inferno,0.13,,0.09,0.03,0.01,PS3,Eden Studios
12596,ArmA II,0.13,,,0.12,0.02,PC,Bohemia Interactive
12597,Kurt Warner's Arena Football Unleashed,0.13,,0.07,0.05,0.01,PS,Midway
12598,Legendary,0.13,,0.08,0.03,0.02,PS3,Spark Unlimited
12600,DreamWorks Super Star Kartz,0.13,,0.08,0.04,0.01,Wii,Activision
12601,Split/Second,0.13,,0.09,0.02,0.02,PSP,Black Rock Studio
12602,Suite PreCure: Melody Collection,0.13,0.13,,,,DS,Namco Bandai Games
12603,NHL 2K9,0.13,,0.07,0.05,0.02,PS2,Visual Concepts
12604,I Spy: Universe,0.13,,0.12,,0.01,DS,Big Blue Bubble Inc.
12605,NHL 2K9,0.13,,0.11,0.01,0.01,PS3,Visual Concepts
12606,Rogue Ops,0.13,,0.1,0.03,,XB,Bits Studios
12607,NBA Hoopz,0.13,,0.07,0.05,0.01,PS,Eurocom Entertainment Software
12608,History Civil War: Secret Missions,0.13,,0.12,,0.01,X360,Cauldron Ltd.
12609,18 Wheels of Steel: Extreme Trucker 2,0.13,,0.1,0.02,0.01,PC,SCS Software
12610,Brain Assist,0.13,,0.12,,0.01,DS,Sega
12611,Transworld Surf,0.13,,0.1,0.03,,XB,Angel Studios
12612,Freddi Fish: ABC under the sea,0.13,,0.12,,0.01,DS,Humongous Entertainment
12613,MLB 11: The Show,0.13,,0.06,0.05,0.02,PS2,SCEA San Diego Studios
12614,Castrol Honda Superbike Racing,0.13,,0.07,0.05,0.01,PS,Midas Interactive Entertainment
12615,Anno 1701: Dawn of Discovery,0.13,,0.07,0.05,0.01,DS,Sunflower Studios
12616,Monster Rancher DS,0.13,0.05,0.08,,0.01,DS,Cing
12617,R.B.I. Baseball 18,0.13,,0.12,,0.01,XOne,MLB Advanced Media
12618,Bakugan: Battle Trainer,0.13,,0.12,,0.01,DS,Magic Pockets
12619,Army Men: Green Rogue,0.13,,0.06,0.05,0.02,PS2,3DO
12621,Chessmaster,0.13,,0.1,0.03,,XB,Ubisoft
12623,The IdolM@ster: One for All,0.13,0.13,,,,PS3,Bandai Namco Games
12624,Peter Jackson's King Kong: The Official Game of the Movie,0.13,,0.12,,0.01,DS,Ubisoft Casablanca
12625,Fatal Inertia,0.13,,0.12,,0.01,X360,Koei Canada
12626,Ben 10 Galactic Racing,0.13,,0.09,0.03,0.01,DS,Monkey Bar Games
12628,Superman: The Man of Steel,0.13,,0.1,0.03,,XB,Circus Freak
12629,Zoobles! Spring to Life!,0.13,,0.1,0.02,0.01,DS,Activision
12630,Ken to Mahou to Gakuen Mono. 3,0.13,0.13,,,,PSP,ZeroDiv
12632,Phantom Brave: We Meet Again,0.13,0.01,0.12,,0.01,Wii,Nippon Ichi Software
12633,The Flintstones: Bedrock Bowling,0.13,,0.07,0.05,0.01,PS,Adrenalin Interactive
12635,NHL 2003,0.13,,0.1,0.03,,GC,EA Canada
12636,Chicken Run,0.13,,0.07,0.05,0.01,PS,Blitz Games
12637,Over the Hedge: Hammy Goes Nuts!,0.13,,0.12,,0.01,DS,Amaze Entertainment
12638,Injustice: Gods Among Us Ultimate Edition,0.13,,0.09,,0.03,PSV,NetherRealm Studios
12639,NCIS,0.13,,0.08,0.04,0.01,Wii,Ubisoft
12640,Nickelodeon Kart Racers,0.13,,0.08,0.04,0.01,NS,Bamtang
12641,Fit in Six,0.13,,0.12,,0.01,PS3,Blue Byte Studio
12642,Game Party Champions,0.13,,0.09,0.03,0.01,WiiU,Phosphor Studios
12643,Pro Baseball Famista Climax,0.13,0.13,,,,3DS,Namco Bandai Games
12644,BlazBlue: Continuum Shift II,0.13,0.07,0.03,0.02,0.01,PSP,Arc System Works
12645,Shining Force III,0.13,0.13,,,,SAT,Camelot Software Planning
12646,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.13,0.13,,,,PSP,Unknown
12647,Tales of the Heroes: Twin Brave,0.13,0.13,,,,PSP,Bandai Namco Games
12648,Kung-Fu: High Impact,0.13,,0.08,0.05,0.01,X360,Virtual Air Guitar Company
12649,WWE Survivor Series,0.13,,0.09,0.04,,GBA,Natsume
12651,Megamind: The Blue Defender,0.13,,0.08,0.03,0.02,PSP,Tantalus Interactive
12653,Super Robot Wars BX,0.13,0.13,,,,3DS,Bandai Namco Games
12654,Just Dance 2017,0.13,,0.05,0.06,0.02,PS3,Ubisoft Paris
12655,Trillion: God of Destruction,0.13,0.07,0.04,0.01,0.02,PSV,Compile Heart
12656,Cars 2,0.13,,0.1,0.01,0.02,PSP,Disney Interactive
12658,Tomb Raider: Legend,0.13,,0.1,0.03,,XB,Crystal Dynamics
12659,Nagano Winter Olympics '98,0.13,,0.07,0.05,0.01,PS,Konami
12660,Ninjatown,0.13,,0.12,,0.01,DS,Venan Entertainment / Cashmere Productions
12661,Destiny 2: Forsaken,0.13,,0.08,0.04,0.01,XOne,Bungie
12662,Wild Earth: African Safari,0.13,,0.1,0.02,0.01,Wii,Super X Studios
12663,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,0.13,0.13,,,,3DS,Namco Bandai Games
12664,The Stronghold Collection,0.13,,0.04,0.08,0.01,PC,FireFly Studios
12665,Peppa Pig: Fun and Games,0.13,,,0.12,0.02,Wii,Ubisoft
12666,Super Robot Wars X,0.13,0.13,,,,PS4,Bandai Namco
12667,Winning Post 5,0.13,0.13,,,,PS2,Koei/Inis
12668,Frogger Beyond,0.13,,0.1,0.03,,GC,Konami
12669,RPG Maker II,0.13,,0.06,0.05,0.02,PS2,Kuusou Kagaku
12670,Cabela's Dangerous Hunts 2009,0.13,,0.12,,0.01,X360,Activision
12671,Dragon Age Origins: Awakening,0.13,,0.01,0.1,0.02,PC,BioWare Corp.
12672,R.B.I. Baseball 18,0.13,,0.12,,0.01,NS,MLB.com
12673,Aikatsu! 365 Idol Days,0.13,0.13,,,,3DS,Bandai Namco Games
12674,The Amazing Race,0.13,,0.12,,0.01,Wii,Ludia Inc.
12675,Destruction Derby Arenas,0.13,,0.06,0.05,0.02,PS2,Studio 33
12676,MLB Power Pros 2008,0.13,0.01,0.11,,0.01,Wii,PawaPuro Production
12678,Zenses: Ocean,0.13,,0.11,0.01,0.01,DS,Shin'en
12679,Project CARS,0.13,,,0.12,0.01,PC,Slightly Mad Studios
12680,Chuck E. Cheese's Game Room,0.13,,0.12,,0.01,DS,Starfish
12681,Rumble Roses XX,0.13,0.04,0.07,0.01,0.01,X360,Yuke's Future Media Creators
12683,Littlest Pet Shop: Spring,0.13,,0.12,,0.01,DS,EA Salt Lake
12684,The BIGS 2,0.13,,0.12,,0.01,PS3,Blue Castle Games
12685,The Unholy War,0.13,,0.07,0.05,0.01,PS,Toys for Bob
12686,Green Lantern: Rise of the Manhunters,0.13,,0.09,0.03,0.01,3DS,Griptonite Games
12687,Hasbro Family Fun Pack,0.13,,0.1,0.02,0.01,XOne,Ubisoft
12688,Persona 4 Arena,0.13,0.03,0.08,0.01,0.01,X360,Arc System Works
12690,NASCAR Heat 2,0.13,,0.11,,0.02,PS4,Monster Games
12691,Yu-Gi-Oh! GX: Tag Force,0.13,,0.09,0.03,0.02,PSP,Konami
12692,Wantame Music Channel: Doko Demo Style,0.13,0.13,,,,DS,Capcom
12693,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.13,,0.09,0.03,,GBA,Phoenix Games Studio
12694,Shaman King: Power of Spirit,0.13,,0.06,0.05,0.02,PS2,WinkySoft
12696,Soccer Tsuku DS: World Challenge 2010,0.13,0.13,,,,DS,Sega
12697,Call of Duty: Black Ops IIII,0.13,,0.05,0.07,0.01,PC,Treyarch
12698,Contra III: The Alien Wars,0.13,0.13,,,,SNES,Konami
12699,Dead to Rights: Reckoning,0.13,,0.12,,0.01,PSP,Rebellion Developments
12700,Reality Fighters,0.13,,0.05,0.06,0.03,PSV,Sony Computer Entertainment
12701,Scene It? Bright Lights! Big Screen!,0.13,,0.1,0.01,0.01,PS3,Screenlife Games
12702,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.13,0.13,,,,3DS,Square Enix
12703,Amagami,0.13,0.13,,,,PS2,Enterbrain
12704,Rocksmith 2014 Edition Remastered,0.13,,0.12,,0.01,XOne,Ubisoft
12705,Venetica,0.13,,0.09,0.03,0.01,X360,DECK13 Interactive
12707,Disney's Kim Possible: Kimmunicator,0.13,,0.11,0.01,0.01,DS,Artificial Mind and Movement
12708,No Fear Downhill Mountain Biking,0.13,,0.07,0.05,0.01,PS,Sting
12709,Fire ProWrestling,0.13,,0.09,0.03,,GBA,Spike
12710,Eternal Poison (JP sales),0.13,0.13,,,,PS2,Flight-Plan
12711,Mission: Impossible - Operation Surma,0.13,,0.1,0.03,,XB,Paradigm Entertainment
12713,Hyperdimension Neptunia U: Action Unleashed,0.13,0.06,0.04,0.01,0.02,PSV,Compile Heart
12714,MX 2002 Featuring Ricky Carmichael,0.13,,0.1,0.03,,XB,Pacific Coast Power & Light
12715,Romance of the Three Kingdoms IV: Wall of Fire,0.13,0.04,0.05,0.03,0.01,PS,Koei/Inis
12716,Bulletstorm: Full Clip Edition,0.13,,0.05,0.06,0.02,PS4,People Can Fly
12717,Illusion of Gaia,0.13,0.13,,,,SNES,Quintet
12718,Mega Man Anniversary Collection,0.13,,0.1,0.03,,XB,Atomic Planet Entertainment
12719,Sally's Salon,0.13,,0.12,,0.01,DS,Capcom
12720,Valentino Rossi: The Game,0.13,,0.05,0.05,0.02,PS4,Milestone S.r.l.
12721,Dreamworks 2-in-1 Party Pack,0.13,,0.12,,0.01,DS,Activision
12722,MegaTagmension Blanc + Neptune VS Zombies,0.13,0.06,0.04,0.01,0.02,PSV,Compile Heart
12723,Pro Evolution Soccer 2016,0.13,,0.07,0.05,0.01,X360,PES Productions
12724,Shrek Smash n' Crash Racing,0.13,,0.1,0.03,,GC,Torus Games
12725,Song of the Deep,0.13,,0.12,,0.01,XOne,Insomniac Games
12726,Science Papa,0.13,,0.11,0.01,0.01,Wii,Activision
12727,Grand Knights History,0.13,0.13,,,,PSP,Vanillaware
12729,Space Camp,0.13,,0.12,,0.01,Wii,7 Studios
12731,Harvest Moon DS (jp sales),0.13,0.13,,,,DS,TOSE
12732,Wasteland 2,0.13,,0.06,0.06,0.01,PC,Unknown
12733,Every Extend Extra,0.13,,0.11,,0.02,PSP,Q Entertainment
12736,007: Quantum of Solace,0.13,,0.11,0.01,0.01,DS,Vicarious Visions
12740,Castlevania: Legacy of Darkness,0.13,0.05,0.06,0.02,,N64,KCEK
12746,NBA Jam 2000,0.13,,0.12,0.01,,N64,Acclaim Entertainment
12749,Sin and Punishment,0.13,0.13,,,,N64,"Treasure Co., Ltd."
12754,Shrek Super Party,0.13,,0.1,0.03,,XB,Mass Media
12755,Sonic Riders,0.13,,0.1,0.03,,XB,Sonic Team
12756,Rally Fusion: Race of Champions,0.13,,0.06,0.05,0.02,PS2,Climax Group
12757,Football Manager Handheld 2012,0.13,,,0.09,0.04,PSP,Sports Interactive
12759,Lovely Lisa and Friends,0.13,,0.12,,0.01,DS,Tomy
12760,The House of the Dead,0.13,0.13,,,,SAT,Tantalus Interactive
12761,Mega Man IV,0.13,0.13,,,,GB,Capcom
12762,The Legend of Heroes: Trails of Cold Steel IV,0.13,0.13,,,,PS4,Falcom
12763,All Star Cheer Squad 2,0.13,,0.12,,0.01,Wii,Gorilla Games
12764,Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.13,0.1,,0.03,,DS,Konami
12765,Akiba's Trip: Undead & Undressed,0.13,0.04,0.06,0.01,0.02,PS3,Acquire
12766,RealSports Volleyball,0.13,,0.12,0.01,,2600,Atari
